Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Jun-16,92,92,0,69,77,23,15,2016,6
Darwin-Perth,Darwin,Perth,All Airlines,Jun-16,68,68,0,62,61,6,7,2016,6
Darwin-Sydney,Darwin,Sydney,All Airlines,Jun-16,113,113,0,80,91,33,22,2016,6
Dubbo-Sydney,Dubbo,Sydney,All Airlines,Jun-16,274,268,6,227,218,41,50,2016,6
Emerald-Brisbane,Emerald,Brisbane,All Airlines,Jun-16,207,205,2,188,190,17,15,2016,6
Geraldton-Perth,Geraldton,Perth,All Airlines,Jun-16,104,103,1,91,96,12,7,2016,6
Gladstone-Brisbane,Gladstone,Brisbane,All Airlines,Jun-16,315,307,8,275,277,32,30,2016,6
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,Jun-16,62,62,0,57,48,5,14,2016,6
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,Jun-16,452,443,9,332,339,111,104,2016,6
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,Jun-16,699,682,17,552,555,130,127,2016,6
Hamilton Island-Brisbane,Hamilton Island,Brisbane,All Airlines,Jun-16,59,58,1,49,52,9,6,2016,6
Hamilton Island-Melbourne,Hamilton Island,Melbourne,All Airlines,Jun-16,33,32,1,25,27,7,5,2016,6
Hamilton Island-Sydney,Hamilton Island,Sydney,All Airlines,Jun-16,71,70,1,50,54,20,16,2016,6
Hobart-Brisbane,Hobart,Brisbane,All Airlines,Jun-16,53,53,0,42,41,11,12,2016,6
Hobart-Melbourne,Hobart,Melbourne,All Airlines,Jun-16,464,460,4,349,334,111,126,2016,6
Hobart-Sydney,Hobart,Sydney,All Airlines,Jun-16,174,172,2,135,136,37,36,2016,6
Kalgoorlie-Perth,Kalgoorlie,Perth,All Airlines,Jun-16,143,139,4,117,117,22,22,2016,6
Karratha-Perth,Karratha,Perth,All Airlines,Jun-16,263,254,9,216,211,38,43,2016,6
Launceston-Melbourne,Launceston,Melbourne,All Airlines,Jun-16,316,305,11,235,230,70,75,2016,6
Launceston-Sydney,Launceston,Sydney,All Airlines,Jun-16,63,63,0,45,45,18,18,2016,6
Mackay-Brisbane,Mackay,Brisbane,All Airlines,Jun-16,302,296,6,249,254,47,42,2016,6
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,Jun-16,699,690,9,580,575,110,115,2016,6
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,Jun-16,998,980,18,827,794,153,186,2016,6
Melbourne-Cairns,Melbourne,Cairns,All Airlines,Jun-16,205,205,0,145,150,60,55,2016,6
Melbourne-Canberra,Melbourne,Canberra,All Airlines,Jun-16,431,421,10,365,363,56,58,2016,6
Melbourne-Darwin,Melbourne,Darwin,All Airlines,Jun-16,92,92,0,72,71,20,21,2016,6
Melbourne-Gold Coast,Melbourne,Gold Coast,All Airlines,Jun-16,452,444,8,349,327,95,117,2016,6
Melbourne-Hamilton Island,Melbourne,Hamilton Island,All Airlines,Jun-16,33,32,1,27,28,5,4,2016,6
Melbourne-Hobart,Melbourne,Hobart,All Airlines,Jun-16,464,460,4,381,372,79,88,2016,6
Melbourne-Launceston,Melbourne,Launceston,All Airlines,Jun-16,317,307,10,254,240,53,67,2016,6
Melbourne-Mildura,Melbourne,Mildura,All Airlines,Jun-16,205,204,1,169,163,35,41,2016,6
Melbourne-Newcastle,Melbourne,Newcastle,All Airlines,Jun-16,139,134,5,101,104,33,30,2016,6
Melbourne-Perth,Melbourne,Perth,All Airlines,Jun-16,424,423,1,341,322,82,101,2016,6
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,All Airlines,Jun-16,117,116,1,92,94,24,22,2016,6
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Jun-16,2242,2123,119,1695,1686,428,437,2016,6
Mildura-Melbourne,Mildura,Melbourne,All Airlines,Jun-16,205,204,1,156,154,48,50,2016,6
Moranbah-Brisbane,Moranbah,Brisbane,All Airlines,Jun-16,175,163,12,147,148,16,15,2016,6
Mount Isa-Brisbane,Mount Isa,Brisbane,All Airlines,Jun-16,74,74,0,70,71,4,3,2016,6
Newcastle-Brisbane,Newcastle,Brisbane,All Airlines,Jun-16,260,255,5,221,220,34,35,2016,6
Newcastle-Melbourne,Newcastle,Melbourne,All Airlines,Jun-16,138,134,4,93,94,41,40,2016,6
Newman-Perth,Newman,Perth,All Airlines,Jun-16,184,182,2,172,169,10,13,2016,6
Perth-Adelaide,Perth,Adelaide,All Airlines,Jun-16,209,206,3,180,190,26,16,2016,6
Perth-Brisbane,Perth,Brisbane,All Airlines,Jun-16,232,232,0,206,209,26,23,2016,6
Perth-Broome,Perth,Broome,All Airlines,Jun-16,137,137,0,119,118,18,19,2016,6
Perth-Darwin,Perth,Darwin,All Airlines,Jun-16,69,69,0,60,60,9,9,2016,6
Perth-Geraldton,Perth,Geraldton,All Airlines,Jun-16,104,104,0,93,92,11,12,2016,6
Perth-Kalgoorlie,Perth,Kalgoorlie,All Airlines,Jun-16,142,139,3,120,114,19,25,2016,6
Perth-Karratha,Perth,Karratha,All Airlines,Jun-16,266,257,9,220,213,37,44,2016,6
Perth-Melbourne,Perth,Melbourne,All Airlines,Jun-16,421,418,3,332,359,86,59,2016,6
Perth-Newman,Perth,Newman,All Airlines,Jun-16,184,183,1,171,169,12,14,2016,6
Perth-Port Hedland,Perth,Port Hedland,All Airlines,Jun-16,188,186,2,168,159,18,27,2016,6
Perth-Sydney,Perth,Sydney,All Airlines,Jun-16,362,361,1,295,322,66,39,2016,6
Port Hedland-Perth,Port Hedland,Perth,All Airlines,Jun-16,185,183,2,163,165,20,18,2016,6
Port Lincoln-Adelaide,Port Lincoln,Adelaide,All Airlines,Jun-16,314,310,4,283,272,27,38,2016,6
Port Macquarie-Sydney,Port Macquarie,Sydney,All Airlines,Jun-16,192,188,4,148,148,40,40,2016,6
Proserpine-Brisbane,Proserpine,Brisbane,All Airlines,Jun-16,53,53,0,44,44,9,9,2016,6
Rockhampton-Brisbane,Rockhampton,Brisbane,All Airlines,Jun-16,382,372,10,328,332,44,40,2016,6
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,All Airlines,Jun-16,117,116,1,74,82,42,34,2016,6
Sunshine Coast-Sydney,Sunshine Coast,Sydney,All Airlines,Jun-16,144,134,10,87,88,47,46,2016,6
Sydney-Adelaide,Sydney,Adelaide,All Airlines,Jun-16,516,507,9,427,410,80,97,2016,6
Sydney-Albury,Sydney,Albury,All Airlines,Jun-16,266,263,3,216,207,47,56,2016,6
Sydney-Armidale,Sydney,Armidale,All Airlines,Jun-16,193,189,4,158,137,31,52,2016,6
Sydney-Ayers Rock,Sydney,Ayers Rock,All Airlines,Jun-16,60,60,0,53,41,7,19,2016,6
Sydney-Ballina,Sydney,Ballina,All Airlines,Jun-16,131,129,2,112,110,17,19,2016,6
Sydney-Brisbane,Sydney,Brisbane,All Airlines,Jun-16,1339,1303,36,1109,1048,194,255,2016,6
Sydney-Cairns,Sydney,Cairns,All Airlines,Jun-16,297,296,1,257,257,39,39,2016,6
Sydney-Canberra,Sydney,Canberra,All Airlines,Jun-16,736,703,33,593,592,110,111,2016,6
Sydney-Coffs Harbour,Sydney,Coffs Harbour,All Airlines,Jun-16,222,218,4,177,176,41,42,2016,6
Sydney-Darwin,Sydney,Darwin,All Airlines,Jun-16,114,114,0,98,88,16,26,2016,6
Sydney-Dubbo,Sydney,Dubbo,All Airlines,Jun-16,273,268,5,221,219,47,49,2016,6
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,Jun-16,700,683,17,569,557,114,126,2016,6
Sydney-Hamilton Island,Sydney,Hamilton Island,All Airlines,Jun-16,72,70,2,62,57,8,13,2016,6
Sydney-Hobart,Sydney,Hobart,All Airlines,Jun-16,174,173,1,132,136,41,37,2016,6
Sydney-Launceston,Sydney,Launceston,All Airlines,Jun-16,63,63,0,56,55,7,8,2016,6
Sydney-Melbourne,Sydney,Melbourne,All Airlines,Jun-16,2243,2121,122,1742,1645,379,476,2016,6
Sydney-Perth,Sydney,Perth,All Airlines,Jun-16,367,365,2,315,267,50,98,2016,6
Sydney-Port Macquarie,Sydney,Port Macquarie,All Airlines,Jun-16,193,189,4,156,149,33,40,2016,6
Sydney-Sunshine Coast,Sydney,Sunshine Coast,All Airlines,Jun-16,144,136,8,95,96,41,40,2016,6
Sydney-Tamworth,Sydney,Tamworth,All Airlines,Jun-16,181,175,6,145,138,30,37,2016,6
Sydney-Townsville,Sydney,Townsville,All Airlines,Jun-16,43,43,0,38,37,5,6,2016,6
Sydney-Wagga Wagga,Sydney,Wagga Wagga,All Airlines,Jun-16,244,241,3,202,193,39,48,2016,6
Tamworth-Sydney,Tamworth,Sydney,All Airlines,Jun-16,180,175,5,139,140,36,35,2016,6
Townsville-Brisbane,Townsville,Brisbane,All Airlines,Jun-16,328,325,3,288,288,37,37,2016,6
Townsville-Cairns,Townsville,Cairns,All Airlines,Jun-16,216,214,2,202,203,12,11,2016,6
Townsville-Sydney,Townsville,Sydney,All Airlines,Jun-16,43,43,0,32,32,11,11,2016,6
Wagga Wagga-Sydney,Wagga Wagga,Sydney,All Airlines,Jun-16,239,236,3,201,195,35,41,2016,6
Adelaide-Alice Springs,Adelaide,Alice Springs,All Airlines,Jul-16,43,43,0,37,35,6,8,2016,7
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,Jul-16,286,286,0,236,241,50,45,2016,7
Adelaide-Canberra,Adelaide,Canberra,All Airlines,Jul-16,69,68,1,57,59,11,9,2016,7
Adelaide-Gold Coast,Adelaide,Gold Coast,All Airlines,Jul-16,70,69,1,58,61,11,8,2016,7
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Jul-16,777,769,8,582,599,187,170,2016,7
Adelaide-Perth,Adelaide,Perth,All Airlines,Jul-16,219,217,2,187,167,30,50,2016,7
Adelaide-Port Lincoln,Adelaide,Port Lincoln,All Airlines,Jul-16,322,316,6,282,272,34,44,2016,7
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Jul-16,570,560,10,432,439,128,121,2016,7
Albury-Sydney,Albury,Sydney,All Airlines,Jul-16,278,269,9,193,187,76,82,2016,7
Alice Springs-Adelaide,Alice Springs,Adelaide,All Airlines,Jul-16,43,42,1,27,29,15,13,2016,7
Alice Springs-Darwin,Alice Springs,Darwin,All Airlines,Jul-16,74,74,0,64,63,10,11,2016,7
Armidale-Sydney,Armidale,Sydney,All Airlines,Jul-16,196,190,6,136,133,54,57,2016,7
Ayers Rock-Sydney,Ayers Rock,Sydney,All Airlines,Jul-16,62,61,1,33,38,28,23,2016,7
Ballina-Sydney,Ballina,Sydney,All Airlines,Jul-16,142,142,0,97,96,45,46,2016,7
Brisbane-Adelaide,Brisbane,Adelaide,All Airlines,Jul-16,286,285,1,247,233,38,52,2016,7
Brisbane-Bundaberg,Brisbane,Bundaberg,All Airlines,Jul-16,162,161,1,132,131,29,30,2016,7
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Jul-16,415,415,0,331,335,84,80,2016,7
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Jul-16,250,249,1,216,217,33,32,2016,7
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Jul-16,137,137,0,120,117,17,20,2016,7
Brisbane-Emerald,Brisbane,Emerald,All Airlines,Jul-16,210,201,9,185,172,16,29,2016,7
Brisbane-Gladstone,Brisbane,Gladstone,All Airlines,Jul-16,327,309,18,274,256,35,53,2016,7
Brisbane-Hamilton Island,Brisbane,Hamilton Island,All Airlines,Jul-16,63,63,0,54,52,9,11,2016,7
Brisbane-Hobart,Brisbane,Hobart,All Airlines,Jul-16,60,60,0,56,53,4,7,2016,7
Brisbane-Mackay,Brisbane,Mackay,All Airlines,Jul-16,307,299,8,248,242,51,57,2016,7
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Jul-16,1112,1091,21,893,801,198,290,2016,7
Brisbane-Moranbah,Brisbane,Moranbah,All Airlines,Jul-16,172,155,17,129,126,26,29,2016,7
Brisbane-Mount Isa,Brisbane,Mount Isa,All Airlines,Jul-16,73,73,0,69,67,4,6,2016,7
Brisbane-Newcastle,Brisbane,Newcastle,All Airlines,Jul-16,276,270,6,214,209,56,61,2016,7
Brisbane-Perth,Brisbane,Perth,All Airlines,Jul-16,241,241,0,188,176,53,65,2016,7
Brisbane-Proserpine,Brisbane,Proserpine,All Airlines,Jul-16,62,62,0,44,42,18,20,2016,7
Brisbane-Rockhampton,Brisbane,Rockhampton,All Airlines,Jul-16,389,378,11,317,305,61,73,2016,7
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Jul-16,1486,1454,32,1200,1156,254,298,2016,7
Brisbane-Townsville,Brisbane,Townsville,All Airlines,Jul-16,343,341,2,288,282,53,59,2016,7
Broome-Perth,Broome,Perth,All Airlines,Jul-16,152,151,1,118,113,33,38,2016,7
Bundaberg-Brisbane,Bundaberg,Brisbane,All Airlines,Jul-16,162,160,2,131,136,29,24,2016,7
Cairns-Brisbane,Cairns,Brisbane,All Airlines,Jul-16,415,414,1,334,346,80,68,2016,7
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Jul-16,253,253,0,143,156,110,97,2016,7
Cairns-Sydney,Cairns,Sydney,All Airlines,Jul-16,347,344,3,242,270,102,74,2016,7
Cairns-Townsville,Cairns,Townsville,All Airlines,Jul-16,214,209,5,187,187,22,22,2016,7
Canberra-Adelaide,Canberra,Adelaide,All Airlines,Jul-16,69,68,1,62,56,6,12,2016,7
Canberra-Brisbane,Canberra,Brisbane,All Airlines,Jul-16,250,248,2,217,202,31,46,2016,7
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Jul-16,476,456,20,372,353,84,103,2016,7
Canberra-Sydney,Canberra,Sydney,All Airlines,Jul-16,781,731,50,579,575,152,156,2016,7
Coffs Harbour-Sydney,Coffs Harbour,Sydney,All Airlines,Jul-16,230,221,9,184,179,37,42,2016,7
Darwin-Alice Springs,Darwin,Alice Springs,All Airlines,Jul-16,74,74,0,69,67,5,7,2016,7
Darwin-Brisbane,Darwin,Brisbane,All Airlines,Jul-16,137,137,0,110,105,27,32,2016,7
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Jul-16,102,101,1,77,82,24,19,2016,7
Darwin-Perth,Darwin,Perth,All Airlines,Jul-16,73,73,0,66,67,7,6,2016,7
Darwin-Sydney,Darwin,Sydney,All Airlines,Jul-16,132,131,1,97,101,34,30,2016,7
Dubbo-Sydney,Dubbo,Sydney,All Airlines,Jul-16,282,276,6,210,205,66,71,2016,7
Emerald-Brisbane,Emerald,Brisbane,All Airlines,Jul-16,210,200,10,172,171,28,29,2016,7
Geraldton-Perth,Geraldton,Perth,All Airlines,Jul-16,104,102,2,86,86,16,16,2016,7
Gladstone-Brisbane,Gladstone,Brisbane,All Airlines,Jul-16,327,309,18,259,256,50,53,2016,7
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,Jul-16,70,69,1,61,51,8,18,2016,7
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,Jul-16,537,531,6,375,365,156,166,2016,7
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,Jul-16,805,792,13,614,611,178,181,2016,7
Hamilton Island-Brisbane,Hamilton Island,Brisbane,All Airlines,Jul-16,63,62,1,47,49,15,13,2016,7
Hamilton Island-Melbourne,Hamilton Island,Melbourne,All Airlines,Jul-16,37,36,1,31,33,5,3,2016,7
Hamilton Island-Sydney,Hamilton Island,Sydney,All Airlines,Jul-16,91,91,0,50,59,41,32,2016,7
Hobart-Brisbane,Hobart,Brisbane,All Airlines,Jul-16,59,59,0,46,50,13,9,2016,7
Hobart-Melbourne,Hobart,Melbourne,All Airlines,Jul-16,504,489,15,361,333,128,156,2016,7
Hobart-Sydney,Hobart,Sydney,All Airlines,Jul-16,195,189,6,139,145,50,44,2016,7
Kalgoorlie-Perth,Kalgoorlie,Perth,All Airlines,Jul-16,141,141,0,122,122,19,19,2016,7
Karratha-Perth,Karratha,Perth,All Airlines,Jul-16,275,267,8,242,239,25,28,2016,7
Launceston-Melbourne,Launceston,Melbourne,All Airlines,Jul-16,340,330,10,243,232,87,98,2016,7
Launceston-Sydney,Launceston,Sydney,All Airlines,Jul-16,73,73,0,52,49,21,24,2016,7
Mackay-Brisbane,Mackay,Brisbane,All Airlines,Jul-16,309,300,9,225,237,75,63,2016,7
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,Jul-16,776,770,6,612,566,158,204,2016,7
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,Jul-16,1115,1094,21,865,850,229,244,2016,7
Melbourne-Cairns,Melbourne,Cairns,All Airlines,Jul-16,253,253,0,175,154,78,99,2016,7
Melbourne-Canberra,Melbourne,Canberra,All Airlines,Jul-16,476,457,19,375,366,82,91,2016,7
Melbourne-Darwin,Melbourne,Darwin,All Airlines,Jul-16,102,102,0,84,84,18,18,2016,7
Melbourne-Gold Coast,Melbourne,Gold Coast,All Airlines,Jul-16,538,531,7,404,394,127,137,2016,7
Melbourne-Hamilton Island,Melbourne,Hamilton Island,All Airlines,Jul-16,37,36,1,33,32,3,4,2016,7
Melbourne-Hobart,Melbourne,Hobart,All Airlines,Jul-16,506,491,15,380,367,111,124,2016,7
Melbourne-Launceston,Melbourne,Launceston,All Airlines,Jul-16,340,330,10,253,240,77,90,2016,7
Melbourne-Mildura,Melbourne,Mildura,All Airlines,Jul-16,215,213,2,172,165,41,48,2016,7
Melbourne-Newcastle,Melbourne,Newcastle,All Airlines,Jul-16,149,148,1,101,112,47,36,2016,7
Melbourne-Perth,Melbourne,Perth,All Airlines,Jul-16,448,446,2,354,294,92,152,2016,7
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,All Airlines,Jul-16,140,139,1,118,118,21,21,2016,7
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Jul-16,2444,2293,151,1766,1763,527,530,2016,7
Mildura-Melbourne,Mildura,Melbourne,All Airlines,Jul-16,215,213,2,166,164,47,49,2016,7
Moranbah-Brisbane,Moranbah,Brisbane,All Airlines,Jul-16,168,153,15,125,123,28,30,2016,7
Mount Isa-Brisbane,Mount Isa,Brisbane,All Airlines,Jul-16,74,74,0,68,69,6,5,2016,7
Newcastle-Brisbane,Newcastle,Brisbane,All Airlines,Jul-16,275,270,5,212,216,58,54,2016,7
Newcastle-Melbourne,Newcastle,Melbourne,All Airlines,Jul-16,149,149,0,98,87,51,62,2016,7
Newman-Perth,Newman,Perth,All Airlines,Jul-16,174,169,5,149,146,20,23,2016,7
Perth-Adelaide,Perth,Adelaide,All Airlines,Jul-16,224,222,2,186,200,36,22,2016,7
Perth-Brisbane,Perth,Brisbane,All Airlines,Jul-16,236,236,0,207,205,29,31,2016,7
Perth-Broome,Perth,Broome,All Airlines,Jul-16,152,150,2,130,130,20,20,2016,7
Perth-Darwin,Perth,Darwin,All Airlines,Jul-16,72,72,0,65,67,7,5,2016,7
Perth-Geraldton,Perth,Geraldton,All Airlines,Jul-16,104,102,2,89,89,13,13,2016,7
Perth-Kalgoorlie,Perth,Kalgoorlie,All Airlines,Jul-16,140,140,0,121,123,19,17,2016,7
Perth-Karratha,Perth,Karratha,All Airlines,Jul-16,274,269,5,247,242,22,27,2016,7
Perth-Melbourne,Perth,Melbourne,All Airlines,Jul-16,450,449,1,332,370,117,79,2016,7
Perth-Newman,Perth,Newman,All Airlines,Jul-16,176,172,4,159,160,13,12,2016,7
Perth-Port Hedland,Perth,Port Hedland,All Airlines,Jul-16,187,184,3,165,160,19,24,2016,7
Perth-Sydney,Perth,Sydney,All Airlines,Jul-16,383,380,3,287,337,93,43,2016,7
Port Hedland-Perth,Port Hedland,Perth,All Airlines,Jul-16,182,182,0,167,165,15,17,2016,7
Port Lincoln-Adelaide,Port Lincoln,Adelaide,All Airlines,Jul-16,324,316,8,274,265,42,51,2016,7
Port Macquarie-Sydney,Port Macquarie,Sydney,All Airlines,Jul-16,196,193,3,124,113,69,80,2016,7
Proserpine-Brisbane,Proserpine,Brisbane,All Airlines,Jul-16,62,62,0,41,45,21,17,2016,7
Rockhampton-Brisbane,Rockhampton,Brisbane,All Airlines,Jul-16,389,378,11,304,304,74,74,2016,7
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,All Airlines,Jul-16,140,139,1,92,87,47,52,2016,7
Sunshine Coast-Sydney,Sunshine Coast,Sydney,All Airlines,Jul-16,175,172,3,106,113,66,59,2016,7
Sydney-Adelaide,Sydney,Adelaide,All Airlines,Jul-16,564,556,8,455,383,101,173,2016,7
Sydney-Albury,Sydney,Albury,All Airlines,Jul-16,279,269,10,194,188,75,81,2016,7
Sydney-Armidale,Sydney,Armidale,All Airlines,Jul-16,195,194,1,143,131,51,63,2016,7
Sydney-Ayers Rock,Sydney,Ayers Rock,All Airlines,Jul-16,62,62,0,55,39,7,23,2016,7
Sydney-Ballina,Sydney,Ballina,All Airlines,Jul-16,141,141,0,119,115,22,26,2016,7
Sydney-Brisbane,Sydney,Brisbane,All Airlines,Jul-16,1488,1453,35,1153,1076,300,377,2016,7
Sydney-Cairns,Sydney,Cairns,All Airlines,Jul-16,346,343,3,271,250,72,93,2016,7
Sydney-Canberra,Sydney,Canberra,All Airlines,Jul-16,776,730,46,552,543,178,187,2016,7
Sydney-Coffs Harbour,Sydney,Coffs Harbour,All Airlines,Jul-16,231,221,10,180,176,41,45,2016,7
Sydney-Darwin,Sydney,Darwin,All Airlines,Jul-16,132,132,0,99,97,33,35,2016,7
Sydney-Dubbo,Sydney,Dubbo,All Airlines,Jul-16,280,275,5,204,209,71,66,2016,7
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,Jul-16,805,791,14,624,627,167,164,2016,7
Sydney-Hamilton Island,Sydney,Hamilton Island,All Airlines,Jul-16,91,91,0,75,58,16,33,2016,7
Sydney-Hobart,Sydney,Hobart,All Airlines,Jul-16,195,191,4,151,148,40,43,2016,7
Sydney-Launceston,Sydney,Launceston,All Airlines,Jul-16,73,73,0,59,63,14,10,2016,7
Sydney-Melbourne,Sydney,Melbourne,All Airlines,Jul-16,2439,2294,145,1722,1490,572,804,2016,7
Sydney-Perth,Sydney,Perth,All Airlines,Jul-16,381,380,1,297,249,83,131,2016,7
Sydney-Port Macquarie,Sydney,Port Macquarie,All Airlines,Jul-16,196,194,2,129,130,65,64,2016,7
Sydney-Sunshine Coast,Sydney,Sunshine Coast,All Airlines,Jul-16,175,173,2,124,123,49,50,2016,7
Sydney-Tamworth,Sydney,Tamworth,All Airlines,Jul-16,208,197,11,137,137,60,60,2016,7
Sydney-Townsville,Sydney,Townsville,All Airlines,Jul-16,64,64,0,50,48,14,16,2016,7
Sydney-Wagga Wagga,Sydney,Wagga Wagga,All Airlines,Jul-16,257,253,4,207,196,46,57,2016,7
Tamworth-Sydney,Tamworth,Sydney,All Airlines,Jul-16,207,195,12,145,146,50,49,2016,7
Townsville-Brisbane,Townsville,Brisbane,All Airlines,Jul-16,344,342,2,275,278,67,64,2016,7
Townsville-Cairns,Townsville,Cairns,All Airlines,Jul-16,214,208,6,184,184,24,24,2016,7
Townsville-Sydney,Townsville,Sydney,All Airlines,Jul-16,64,64,0,36,45,28,19,2016,7
Wagga Wagga-Sydney,Wagga Wagga,Sydney,All Airlines,Jul-16,257,253,4,198,196,55,57,2016,7
Adelaide-Alice Springs,Adelaide,Alice Springs,All Airlines,Aug-16,45,45,0,43,42,2,3,2016,8
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,Aug-16,288,286,2,269,272,17,14,2016,8
Adelaide-Canberra,Adelaide,Canberra,All Airlines,Aug-16,77,77,0,71,75,6,2,2016,8
Adelaide-Gold Coast,Adelaide,Gold Coast,All Airlines,Aug-16,66,66,0,58,60,8,6,2016,8
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Aug-16,758,749,9,674,679,75,70,2016,8
Adelaide-Perth,Adelaide,Perth,All Airlines,Aug-16,226,224,2,214,193,10,31,2016,8
Adelaide-Port Lincoln,Adelaide,Port Lincoln,All Airlines,Aug-16,325,321,4,310,297,11,24,2016,8
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Aug-16,566,562,4,518,515,44,47,2016,8
Albury-Sydney,Albury,Sydney,All Airlines,Aug-16,285,285,0,251,239,34,46,2016,8
Alice Springs-Adelaide,Alice Springs,Adelaide,All Airlines,Aug-16,45,45,0,35,40,10,5,2016,8
Alice Springs-Darwin,Alice Springs,Darwin,All Airlines,Aug-16,76,75,1,70,72,5,3,2016,8
Armidale-Sydney,Armidale,Sydney,All Airlines,Aug-16,198,194,4,161,154,33,40,2016,8
Ayers Rock-Sydney,Ayers Rock,Sydney,All Airlines,Aug-16,62,61,1,47,55,14,6,2016,8
Ballina-Sydney,Ballina,Sydney,All Airlines,Aug-16,131,131,0,112,110,19,21,2016,8
Brisbane-Adelaide,Brisbane,Adelaide,All Airlines,Aug-16,288,286,2,265,268,21,18,2016,8
Brisbane-Bundaberg,Brisbane,Bundaberg,All Airlines,Aug-16,170,170,0,156,154,14,16,2016,8
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Aug-16,409,409,0,347,352,62,57,2016,8
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Aug-16,258,258,0,233,234,25,24,2016,8
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Aug-16,131,131,0,121,117,10,14,2016,8
Brisbane-Emerald,Brisbane,Emerald,All Airlines,Aug-16,219,218,1,204,196,14,22,2016,8
Brisbane-Gladstone,Brisbane,Gladstone,All Airlines,Aug-16,328,317,11,298,288,19,29,2016,8
Brisbane-Hamilton Island,Brisbane,Hamilton Island,All Airlines,Aug-16,60,60,0,55,52,5,8,2016,8
Brisbane-Hobart,Brisbane,Hobart,All Airlines,Aug-16,58,58,0,56,57,2,1,2016,8
Brisbane-Mackay,Brisbane,Mackay,All Airlines,Aug-16,312,309,3,281,275,28,34,2016,8
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Aug-16,1064,1036,28,936,921,100,115,2016,8
Brisbane-Moranbah,Brisbane,Moranbah,All Airlines,Aug-16,184,177,7,165,158,12,19,2016,8
Brisbane-Mount Isa,Brisbane,Mount Isa,All Airlines,Aug-16,77,77,0,73,69,4,8,2016,8
Brisbane-Newcastle,Brisbane,Newcastle,All Airlines,Aug-16,280,277,3,249,250,28,27,2016,8
Brisbane-Perth,Brisbane,Perth,All Airlines,Aug-16,247,245,2,219,185,26,60,2016,8
Brisbane-Proserpine,Brisbane,Proserpine,All Airlines,Aug-16,63,63,0,51,52,12,11,2016,8
Brisbane-Rockhampton,Brisbane,Rockhampton,All Airlines,Aug-16,381,372,9,335,330,37,42,2016,8
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Aug-16,1466,1441,25,1312,1292,129,149,2016,8
Brisbane-Townsville,Brisbane,Townsville,All Airlines,Aug-16,343,339,4,312,306,27,33,2016,8
Broome-Perth,Broome,Perth,All Airlines,Aug-16,155,153,2,123,113,30,40,2016,8
Bundaberg-Brisbane,Bundaberg,Brisbane,All Airlines,Aug-16,170,170,0,155,155,15,15,2016,8
Cairns-Brisbane,Cairns,Brisbane,All Airlines,Aug-16,409,409,0,362,364,47,45,2016,8
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Aug-16,228,228,0,177,165,51,63,2016,8
Cairns-Sydney,Cairns,Sydney,All Airlines,Aug-16,328,327,1,293,290,34,37,2016,8
Cairns-Townsville,Cairns,Townsville,All Airlines,Aug-16,223,220,3,211,211,9,9,2016,8
